7.412956000000000545e-01 -5.244440999999999686e-01 5.822859999999999703e-01 -2.096994000000000080e-01 2.420310000000000170e-02
-9.412652000000000241e-01 2.799576999999999760e-01 -7.672318999999999667e-01 3.204026999999999847e-01 -3.910170000000000312e-02
8.531866000000000172e-01 8.230750000000000566e-02 5.289430000000000520e-01 -2.468462999999999907e-01 3.109400000000000011e-02
-3.342805999999999833e-01 1.474987000000000104e-01 -4.160689000000000193e-01 1.697626999999999886e-01 -2.040660000000000043e-02
4.314359999999999723e-02 -6.886219999999999841e-02 1.109773000000000009e-01 -4.208610000000000129e-02 4.918800000000000082e-03
3.404290000000000094e-02 6.523049999999999682e-02 -4.636849999999999999e-02 1.386839999999999948e-02 -1.445000000000000104e-03
1.552072999999999925e-01 -4.862117000000000244e-01 3.668087999999999904e-01 -1.055508000000000002e-01 1.058569999999999997e-02
6.755647999999999653e-01 1.409270999999999940e+00 -1.383448999999999929e+00 4.575210000000000110e-01 -5.019760000000000194e-02
-1.253940000000000055e-01 -5.913199000000000094e-01 9.085440999999999656e-01 -3.334200999999999970e-01 3.842360000000000220e-02
6.040543000000000440e-01 -5.533849999999999880e-02 -1.733013999999999943e-01 7.916080000000000338e-02 -9.893400000000000111e-03
-1.105452999999999991e-01 4.646630000000000205e-02 -1.612900000000000011e-03 -3.539800000000000064e-03 6.120999999999999705e-04
3.509457000000000271e-01 7.465138000000000051e-01 -5.293090000000000295e-01 1.594423000000000090e-01 -1.663260000000000086e-02
2.550241999999999787e-01 3.805402999999999980e-01 -4.249708999999999848e-01 1.429446000000000050e-01 -1.574079999999999924e-02
-6.065428000000000486e-01 3.494024000000000019e-01 1.853509000000000129e-01 -1.013693999999999984e-01 1.302440000000000021e-02
8.123854999999999826e-01 -1.102009000000000016e+00 4.046178000000000274e-01 -8.118219999999999603e-02 6.298100000000000052e-03
-4.532289999999999930e-01 6.784474999999999811e-01 -3.432603000000000182e-01 8.830880000000000674e-02 -8.415199999999999417e-03
8.693090000000000539e-02 -1.306995999999999991e-01 7.414460000000000495e-02 -2.029289999999999913e-02 2.011000000000000201e-03
4.570739999999999803e+00 2.168067000000000188e+00 -1.498901000000000039e+00 4.917165000000000008e-01 -5.429989999999999817e-02
-3.451989999999999920e-02 2.656725999999999810e-01 -1.225365000000000065e-01 3.001509999999999942e-02 -2.820500000000000090e-03
4.112045999999999757e-01 -5.728349999999999831e-01 2.924490000000000145e-01 -7.980760000000000631e-02 7.996599999999999542e-03
-5.055994999999999795e-01 4.579559000000000268e-01 -2.616435999999999762e-01 7.648409999999999931e-02 -7.908399999999999458e-03
2.317509000000000097e-01 -1.656758999999999871e-01 1.052608000000000016e-01 -3.219349999999999989e-02 3.386999999999999820e-03
3.754910000000000192e-02 2.295200000000000018e-02 -1.600470000000000018e-02 5.046300000000000091e-03 -5.364000000000000278e-04
1.098169000000000040e+02 -5.092358999999999725e+01 2.343235999999999919e+01 -5.163891999999999705e+00 4.393889000000000267e-01
